platform,review,rating,tanggal,sentiment,review_clean,aspect_index,aspek
Akulaku,ini aplikasi kenapa padahal saya udah minjam 2 kali tapi yang terakhir kenapa tidak lolos verifikasi padahal saya slalu bayar tepat waktu tolong dong d benahi lagi min gajelas makin lama,1,2026-04-07 12:32:41,Negatif,padahal pinjam kali akhir tidak lolos verifikasi padahal selalu bayar tepat waktu benah tidak jelas makin lama,2,Penolakan Pengajuan & Batas Limit
Akulaku,ini aplikasi kenape dah? tiap mau ajuin pinjaman di tolak. paylater limit byak kagak bisa d pake. mau bangkrut kah? pdhl gw kagak pernah telat byr.,1,2026-05-25 11:35:15,Negatif,tiap ajuin pinjam tolak bayar batas pinjam banyak tidak bangkrut padahal tidak pernah lambat bayar,2,Penolakan Pengajuan & Batas Limit
Akulaku,ini Aplikasi lama² ngelunjak ya... wong pelunasan kurang dari 200 malah di tambahin jadi 300 lebih mksudnya gimana ya... itu nnti jika terus menambah gak bakalan gua bayar coook...,1,2026-03-30 10:53:22,Negatif,lama ngelunjak orang lunas kurang malah tambah lebih mksudnya bagaimana tambah tidak bayar coook,2,Penolakan Pengajuan & Batas Limit
Akulaku,ini aplikasi penipuan.. kita di suruh ser bagikan dan dapat 300 ribu dan di ujungnya di persulit .. saya sarankan buat semua orang jgn download aplikasi penipu ini.. membuang dan mempermainkan orang orang. kompak buat bintang 1 agar ini aplikasi di hapus dari plestor,1,2026-04-21 23:03:38,Negatif,tipu suruh ser ribu ujung sulit saran semua orang jangan unduh tipu buang main orang orang kompak hapus plestor,1,Keamanan Data & Permasalahan Akun
Akulaku,ini aplikasi sangat ok sangat membantu kebutuhan di saat LG kpepet,5,2026-06-03 2:30:45,Positif,oke bantu butuh kpepet,0,Kecepatan Pencairan & Kemudahan
Akulaku,"ini app gimana sih udah bayar tepat waktu malah limit dikecilin,gak bermutu seharusnya kalau telat baru limit dikecilkan inikan pas malah masih 3 hari udah nelpon terus ngeganggu jangan pinjam kat sini lagi kapokkkk",2,2026-01-16 3:09:12,Negatif,app bagaimana bayar tepat waktu malah batas pinjam dikecilin tidak mutu lambat baru batas pinjam kecil malah hari telpon ngeganggu jangan pinjam kat sini kapokkkk,2,Penolakan Pengajuan & Batas Limit
Akulaku,"Ini bagaimana Akulaku ini, saya pribadi belum acc pinjam, belum memasukkan nomor pin, kenapa bisa lolos, ini benar-benar saya kaget, saya tidak cek rekening bertambah atau tidak, tahu-tahu pas buka aplikasi Akulaku ternyata saya punya tagihan tenor 1 Bulan harus dibayar, padahal kalau saya memang benar mau pinjam, saya pinjamnya Tenor 2 bulan. Tolong jelaskan kenapa bisa Lolos, untuk uang sudah masuk atau belum saya belum cek ke Bank, kalau memang sudah bertambah ya sudah tidak apa-apa",3,2026-01-11 14:51:11,Negatif,bagaimana pribadi belum tuju pinjam belum masuk nomor pin lolos benar benar kaget tidak cek rekening tambah tidak tahu tahu buka nyata punya tagih jangka waktu bulan bayar padahal memang benar pinjam pinjam jangka waktu bulan jelas lolos uang masuk belum belum cek bank memang tambah tidak apa apa,2,Penolakan Pengajuan & Batas Limit
Akulaku,INI BARU AKUN PINJAMAN YG TERPERCAYA AMANAH SESUAI DENGAN TENOR DAPAT MEMBANTU PEREKONOMIAN KELUARGA.,5,2026-05-11 7:15:47,Positif,baru akun pinjam percaya amanah sesuai jangka waktu bantu ekonomi keluarga,0,Kecepatan Pencairan & Kemudahan
Akulaku,ini baru aplikasi pinjam online gampang mau minjem lagi langsung cair tapi saran saya bisa di cicil sampe 3 bulan,5,2026-06-06 4:25:05,Positif,baru pinjam online gampang pinjam langsung cair saran cicil bulan,0,Kecepatan Pencairan & Kemudahan
Akulaku,ini gimana kok gk bisa bayar cicilan.... tambah makin ribet. mandiri juga gk bisaaa... makin parah ni apk...,5,2026-05-11 1:07:50,Negatif,bagaimana tidak bayar cicil tambah makin ribet mandiri tidak makin parah,2,Penolakan Pengajuan & Batas Limit
Akulaku,"Ini gmn yaa, kemaren pinjem dapet limit 4jta, kenapa setelah lunas limitnya malah turun, padahal gak pernah telat bayarnua, maaf yaa saya turunin bintangny, soalny limitnya malah di turunin, baru juga ngecek udah turun lagi limitnya, tolong akulaku, kok malah turun lagi limitnya",5,2026-02-07 9:47:51,Negatif,bagaimana kemarin pinjam batas pinjam jta lunas limit malah turun padahal tidak pernah lambat bayarnua maaf turunin bintangny soalny limit malah turunin baru ecek turun limit malah turun limit,2,Penolakan Pengajuan & Batas Limit
Akulaku,"ini itu ga bisa, percuma di vc buat verifikasi KLO ga bisa di pake",1,2026-05-27 4:40:45,Negatif,tidak percuma video call verifikasi tidak,1,Keamanan Data & Permasalahan Akun
Akulaku,ini kenapa paylatter ga bisa digunakan padahal gak pernah telat bayar .percuma ada kalau tidak bisa digunakan,1,2026-06-06 23:05:30,Negatif,paylatter tidak padahal tidak pernah lambat bayar percuma tidak,2,Penolakan Pengajuan & Batas Limit
Akulaku,Ini kenapa saya mau bayar cicilan selalu saja no va nya salah sehingga bunga nya bertambah saya mau bayar di alfa/IDM tidak ada pilihan pembayaran di sana malah cuman ada pembayaran melalui bank ketika saya pilih mandiri malah gagal terus menerus,1,2026-05-26 2:48:49,Negatif,bayar cicil selalu no va salah bunga tambah bayar alfa idm tidak pilih bayar sana malah bayar bank pilih mandiri malah gagal,3,"Penagihan, Bunga & Cicilan Bulanan"
Akulaku,ini kenapa si ya? pinjaman saya sudah bayar tanggal 27 pukul 17:13wib tapi sampe sekarang tanggal 28 pukul 07:57wib pinjaman saya belum lunas masih ada tagihannya. kenapa lama sekali proses updatenya? biasanya proses pelunasan cuman butuh waktu beberapa menit kenapa ini Uda lebih dari 1x12 jam belum update.. saya takut uangnya malah hangus. jadi kalo saya tunggu 1x24 jam belum update lalu harus bagaimana? siapa yg bertanggung jawab? cs cuma jawab tunggu sampai 1x24 jam aja gada solusinya..,5,2026-05-28 1:00:09,Negatif,pinjam bayar tanggal pukul waktu indonesia barat sekarang tanggal pukul waktu indonesia barat pinjam belum lunas tagih lama sekali proses updatenya biasa proses lunas butuh waktu beberapa menit lebih x jam belum baru takut uang malah hangus tunggu x jam belum baru bagaimana siapa tanggung jawab customer service jawab tunggu x jam tidak solusi,2,Penolakan Pengajuan & Batas Limit
Akulaku,ini kenapa sih aplikasi anjenggg pinjaman udah di bayar 1 bulan yg lalu tapi masih ditelpon oleh pihak akulaku suruh bayar pinjaman mana di spam telpon lagi setiap menit muak jing matiinya..,1,2026-05-21 7:41:43,Negatif,anjenggg pinjam bayar bulan telepon pihak suruh bayar pinjam mana spam telepon tiap menit muak anjing mati,2,Penolakan Pengajuan & Batas Limit
Akulaku,"ini kenapa sih setiap mau bayar pasti gangguan semua bank atau alfamart, sengaja banget biar kena denda outstanding gituh?",1,2026-04-25 2:45:46,Negatif,tiap bayar ganggu semua bank alfamart sengaja biar kena denda outstanding,3,"Penagihan, Bunga & Cicilan Bulanan"
Akulaku,ini kenapa verivikasi wajah di aku laku ga ditanggepin atau diproses . gabisa pembayaran lewat apk bnc. ga bisa ganti katasandi sama ganti nomer hp . gabisa verivikasi wajah juga. tolong lah diperbaiki sistemnya,1,2026-02-27 7:13:14,Negatif,verivikasi wajah laku tidak tanggap proses tidak bayar lewat bnc tidak ganti katasandi sama ganti nomer handphone tidak verivikasi wajah baik sistem,1,Keamanan Data & Permasalahan Akun
Akulaku,"ini pembayaran kriss kenapa gak bisa pak, sampe kapan bisa untuk dipakai,_ karena dibales bintang 5 semoga cepat diperbaiki qirisnya",5,2026-01-14 11:21:02,Negatif,bayar kriss tidak pak kapan balas moga cepat baik qirisnya,1,Keamanan Data & Permasalahan Akun
Akulaku,"Ini penyedia dana paylater tiktok ya? kenapa paylater sy tidak bisa digunakan padahal sy tidak pernah nunggak bahkan jauh sebelum tgl jatuh tempo sy sudah bayarkan selalu..tolonglah dicek dulu paylater tiktok sy, sy tidak melakukan pelanggaran apapun, udah 1 bulan tidak bisa digunakan loh...buruk banget pelayanannya...kalau ada bintang setengah, sy kasih bintang setengah ini",1,2026-06-05 5:49:30,Negatif,sedia dana bayar tiktok bayar tidak padahal tidak pernah tunggak bahkan jauh belum tanggal jatuh tempo bayar selalu cek dulu bayar tiktok tidak laku langgar apa bulan tidak buruk layan tengah tengah,2,Penolakan Pengajuan & Batas Limit
Akulaku,Ini ruwet ..udah di bayar lunas gak pernah telat limit malah turun ..PHP banget. ..jauh dari iklan..,1,2026-05-02 2:39:08,Negatif,ruwet bayar lunas tidak pernah lambat batas pinjam malah turun php jauh iklan,2,Penolakan Pengajuan & Batas Limit
Akulaku,"ini saya dapet limit tapi tidak bisa di pakai untuk transaksi, maunya gimana si aplikasi ini.. dan belum ke pakai limitnya sudah ada tagihan lagi,tolong di kasih arahan untuk transaksi metode apapun biar bisa kepakai",3,2026-01-31 22:21:12,Negatif,batas pinjam tidak transaksi bagaimana belum limit tagih arah transaksi metode apa biar,3,"Penagihan, Bunga & Cicilan Bulanan"
Akulaku,is the best..... aplikasi Ter best,5,2026-05-09 9:50:38,Positif,is the best ter best,0,Kecepatan Pencairan & Kemudahan
Akulaku,"iseng login bikin akun baru dan belum pernah coba, ternyata limit kecil, takut bangkrut kahh, data saya bagus , tapi sayang data yang saya berikan sangat valid, tetapi bikin kecewa aplikasi ini",1,2026-01-26 12:56:05,Negatif,iseng login bikin akun baru belum pernah coba nyata batas pinjam kecil takut bangkrut kahh data bagus sayang data ikan valid bikin kecewa,1,Keamanan Data & Permasalahan Akun
Akulaku,isi pulsa dan paket data bisa pakai paylater 1 bulan kenapa kalau mau top up DANA gak bisa pakai paylater pada hall saya gak pernah telat bayarnya tlg di permudah terimakasih,5,2026-05-26 1:43:15,Negatif,isi pulsa paket data bayar bulan top up dana tidak bayar hall tidak pernah lambat bayar mudah terima,2,Penolakan Pengajuan & Batas Limit
Akulaku,it so amazing dan sangat membantu semoga Limit nya bisa bertambah kalau saya perlukan Lagi hatur nuhun Aku laku,5,2026-05-20 9:44:08,Positif,it sok amazing bantu moga batas pinjam tambah peluk hatur terima laku,0,Kecepatan Pencairan & Kemudahan
Akulaku,itu yg muter2 suruh ajak teman scam banget kurang 1000 aja ga dapet2 ngntdlah otak2 PKI,1,2026-05-21 0:28:36,Negatif,puter suruh ajak teman scam kurang tidak ngntdlah otak partai komunis indonesia,2,Penolakan Pengajuan & Batas Limit
Akulaku,jadi sudah gak bisa lagi ya ? walaupun sudah langganan dari tahun 2022... saya suka di apk ini karna bisa bayar bulanan dan bunganya rendah... tagihan saya lunas semua... pernah telat sih... tapi saya lunasi dengan denda keterlambatan... tapi sudah gak di kasi... jadi susah cari yang sperti apk ini...,5,2026-04-09 18:11:53,Negatif,tidak walaupun langgan tahun suka bayar bulan bunga rendah tagih lunas semua pernah lambat lunas denda lambat tidak susah cari,2,Penolakan Pengajuan & Batas Limit
Akulaku,jangan ada yang donwload apk ini kalo kalian gk mau data diri nya bocor mah seperti saya tidak ngambil utang tapi selalu ditelponin di spam,5,2026-05-13 4:07:55,Negatif,jangan donwload kalian tidak data diri bocor tidak ambil utang selalu ditelponin spam,1,Keamanan Data & Permasalahan Akun
Akulaku,"jangan ada yang percaya apps ini, anda akan rasakan di permainkan jika download apps ini",1,2026-05-11 16:19:21,Negatif,jangan percaya rasa main unduh,1,Keamanan Data & Permasalahan Akun
Akulaku,jangan beli hp disini.. 2 kali beli dpt hp refurbished,1,2026-05-08 4:38:33,Negatif,jangan beli handphone sini kali beli handphone refurbished,1,Keamanan Data & Permasalahan Akun
Akulaku,"jangan coba2 untuk download deh, saya telah pinjam dana dan bayar tepat waktu akan tetapi tagihan masih ada bahkan sampai jatuh tempo dan dendanya terhitung padahal saya telah bayar tepat waktu, sudah saya hubungi CS tapi gak ada perubahan sama sekali jawabnnya cuman muter-muter2 gak ada tindakan..sampai sekarang",1,2026-06-05 10:24:59,Negatif,jangan coba unduh pinjam dana bayar tepat waktu tagih bahkan jatuh tempo denda hitung padahal bayar tepat waktu hubung customer service tidak ubah sama sekali jawabnnya puter puter tidak tindak sekarang,2,Penolakan Pengajuan & Batas Limit
Akulaku,jangan di download APK buruk tidak membawa solusi justru membawa kematian bertahap. bunga akulaku sangat tinggi kalau mau bunuh diri tepat disini download akulaku saja..,1,2026-05-03 3:44:40,Negatif,jangan unduh buruk tidak bawa solusi justru bawa mati tahap bunga tinggi bunuh diri tepat sini unduh,1,Keamanan Data & Permasalahan Akun
Akulaku,"jangan download aplikasi ini, GAGAL TERUS GAK ACC 🤢🤮",1,2026-05-26 19:47:10,Negatif,jangan unduh gagal tidak tuju,1,Keamanan Data & Permasalahan Akun
Akulaku,jangan download aplikasi ini... penipuan data,1,2026-05-20 1:27:01,Negatif,jangan unduh tipu data,1,Keamanan Data & Permasalahan Akun
Akulaku,jangan galak galak kalau nagih... saya bukan pencuri.,5,2026-05-19 3:35:08,Negatif,jangan galak galak tagih bukan curi,1,Keamanan Data & Permasalahan Akun
Akulaku,jangan hubungi saya mulu hub aja bersangkutan susanti itu.yg minjam datang aja kealamat,1,2026-05-19 22:29:24,Negatif,jangan hubung mulu hubung sangkut susanti pinjam datang alamat,1,Keamanan Data & Permasalahan Akun
Akulaku,"jangan main scam dong akulaku , suruh ngajak orang dapet uang 300rb , udah mau dapet di plesetin kemana tau . kalo gamau ngasih limit juga gausah scam scam , tiba tiba limit gabisa lah ini lah itu lah . maaf saya kasih bintang 1 . karena tidak ada apresiasi dan kebeneran nya . tolong di perbaiki. jangan iming iming . terimakasih.",1,2026-02-27 21:03:47,Negatif,jangan main scam suruh ajak orang uang ribu plesetin mana tau tidak beri batas pinjam tidak usah scam scam tiba tiba batas pinjam tidak maaf tidak apresiasi kebeneran baik jangan iming iming terima,2,Penolakan Pengajuan & Batas Limit
Akulaku,jangan mau instal apk ini taik masak iya gak bisa pinjam padahal udah berkali-kali kali taftar orang butuh banget karna ada perlu ini malah dipersulit,1,2026-05-16 12:40:43,Negatif,jangan instal tai masak iya tidak pinjam padahal kali kali kali taftar orang butuh perlu malah sulit,2,Penolakan Pengajuan & Batas Limit
Akulaku,jangan mau pinjam di aplikasi ini pembayaran terakhir cuma telat 1 hari denda 70rbu padahal pninjeman sudah lebih dari bunga nya terlalu besar buat bunga nya,1,2026-01-11 1:50:31,Negatif,jangan pinjam bayar akhir lambat hari denda ribu padahal pninjeman lebih bunga terlalu besar bunga,3,"Penagihan, Bunga & Cicilan Bulanan"
Akulaku,"jangan mau pinjaman disini, bayar lancar bahkan jauh dari jatuh tempo, pas mau ajuin yang kesekian kali malah ditolak.. minessss",1,2026-05-20 4:21:11,Negatif,jangan pinjam sini bayar lancar bahkan jauh jatuh tempo ajuin sekian kali malah tolak minessss,2,Penolakan Pengajuan & Batas Limit
Akulaku,"jangan pada bayar, percuma bayar tepat waktu sma bayar lebih awal ga bakal di kasih lagi..mending yg msh ada tunggakan gausah di bayar..akulaku udh mau bangkrut..ga ada DC lapangan jga..",1,2026-02-25 10:51:58,Negatif,jangan bayar percuma bayar tepat waktu sama bayar lebih awal tidak mending tunggak tidak usah bayar bangkrut tidak debt collector lapang,2,Penolakan Pengajuan & Batas Limit
Akulaku,"jangan pakai akulaku, saya baru saja kena tipu di akulaku, sudah mengajukan refund malah di tolak, sudah saya jelaskan bahwa hp rusak, imei tidak terdaftar, minta warna biru, dikirim warna hitam.. saya sudah mengajukan refund tapi di tolak, bener2 mengecewakan",1,2026-04-13 3:12:51,Negatif,jangan baru kena tipu aju refund malah tolak jelas handphone rusak imei tidak daftar minta warna biru kirim warna hitam aju refund tolak benar kecewa,1,Keamanan Data & Permasalahan Akun
Akulaku,"jangan pakai aplikasi ini sangat mengecewakan konsumen, saya pembeli produk dari salah satu seler barang datang tidak sesuai deskripsi tapi tidak bisa di proses refund terlalu berkelit.",1,2026-05-13 6:43:57,Negatif,jangan kecewa konsumen beli produk salah satu seler barang datang tidak sesuai deskripsi tidak proses refund terlalu kelit,1,Keamanan Data & Permasalahan Akun
Akulaku,JANGAN PAKE APLIKASI INI !!!!gajelas jangan make aplikasi ini padahal ga perna telat bayar tapi pake lagi gabisa limitnya bukannya pertambah malah berkurang mau minjem lagi gagal !,1,2026-05-17 8:26:01,Negatif,jangan tidak jelas jangan make padahal tidak pernah lambat bayar tidak limit bukan tambah malah kurang pinjam gagal,2,Penolakan Pengajuan & Batas Limit
Akulaku,jangan percaya sama LUCKY DRAW gaes. saya sudah ngajak teman 70 tpi GK target penarikan gak pernah tercapai stak di 199999. apk tipu2 gaes omong kosong.,1,2026-05-27 11:47:28,Negatif,jangan percaya sama lucky draw guys ajak teman tidak target tari tidak pernah capai stak tipu guys omong kosong,3,"Penagihan, Bunga & Cicilan Bulanan"
Akulaku,"jangan pernah kasihhh bintang 5 ke Aplikasi ini gue pinjam 1,3 jt doang Bunganya gede awal bulan pertama gue bayar sesuai Setoran tiap bulan malah gue di ancam Dan 2 kali malah tiap bulan buat bayar pleaseee bantuu deh buat Blacklist nii aplikasi",1,2026-03-07 10:32:15,Negatif,jangan pernah kasihhh pinjam juta doang bunga gede awal bulan pertama bayar sesuai setor tiap bulan malah ancam kali malah tiap bulan bayar pleaseee bantuu daftar hitam,2,Penolakan Pengajuan & Batas Limit
Akulaku,jangan pernah pakai ini aplikasi promo nya gak jelas cukup saya aja yg tertipu dg promo produk setelah kita lakukan transaksi gak bakalan saya rekomendasikan ke rekan saya ataupun ke samudra saya,1,2026-04-18 11:33:53,Negatif,jangan pernah promo tidak jelas cukup tipu promo produk laku transaksi tidak rekomendasi rekan samudra,3,"Penagihan, Bunga & Cicilan Bulanan"
Akulaku,"jangan pernah pinjam aplikasi sampah satu ini. saya sudah melunasi tagihan saya tapi tiba"" saya ditagih dan uang pembayaran saya tidak masuk ke apk kan gila ini aplikasi sampah",1,2026-05-24 3:28:53,Negatif,jangan pernah pinjam sampah satu lunas tagih tiba tagih uang bayar tidak masuk gila sampah,3,"Penagihan, Bunga & Cicilan Bulanan"
Akulaku,"JANGAN PERNAH PINJAM DI AKULAKU, BUNGA NYA TERLALU BESAR UNTUK NOMINAL KECIL!!! SAAT BELUM JATUH TEMPO SUDAH DI TEROR TELFON OLEH DC NYA !!!",1,2026-05-20 18:14:00,Negatif,jangan pernah pinjam bunga terlalu besar nominal kecil belum jatuh tempo teror telfon debt collector,2,Penolakan Pengajuan & Batas Limit
Akulaku,"JANGAN SEKALI2 PAKAI APLIKASI INI,DEBT COLECTORNYA GA TAU TATA KRAMA",1,2026-06-04 8:32:28,Negatif,jangan sekali debt colectornya tidak tau tata krama,1,Keamanan Data & Permasalahan Akun
Akulaku,jangan telpon trus kelamin priaa,1,2026-06-08 12:17:43,Negatif,jangan telepon kelamin priaa,1,Keamanan Data & Permasalahan Akun
Akulaku,jangn percaya lagi ama apk akulaku ini saya suka di teror di chet yang aneh2 dan di ancem data ingin di sebar kata2 nya kasar kalo gnii susah di percaya lagi kedepannya.,1,2026-05-12 10:53:12,Negatif,jangan percaya sama suka teror chet aneh ancem data sebar kasar begini susah percaya depan,1,Keamanan Data & Permasalahan Akun
Akulaku,"japo tgl 12 tpi tgl 6 udah dispam telfon najis ganggu orang kerja aj, ga da riwayat telat juga klo g butuh kemarin ogah pinjem disini ganggu tolol",1,2026-06-08 9:06:40,Negatif,japo tanggal tanggal dispam telfon najis ganggu orang kerja tidak riwayat lambat tidak butuh kemarin ogah pinjam sini ganggu tolol,1,Keamanan Data & Permasalahan Akun
Akulaku,jatuh tempo 30 april saya bayar tgl 11 april ngajuin lgi ga bsa alasan kredit skor sedangkan ngajuin di bank belum pernh sama sekali.. ya sudahlah kalau pengajuan ke2 di tolak gpp.. yang penting tolong data saya di hapus jgn sampe ada oknum yang salah gunakan data saya... di aplikasi sudah tidak ada tagihan karena di tolak pengajuan yg ke2,1,2026-04-12 5:23:02,Negatif,jatuh tempo april bayar tanggal april aju tidak alas kredit skor sedang aju bank belum pernh sama sekali aju tolak tidak apa apa penting data hapus jangan oknum salah data tidak tagih tolak aju,2,Penolakan Pengajuan & Batas Limit
Akulaku,"jatuh tempo di aplikasi tgl 10juni baru tgl 26 mey clktor sudah menagi seperti kami tdk mau bayar, dan d minta harus lunasi segera",3,2026-05-26 2:28:43,Negatif,jatuh tempo tanggal juni baru tanggal mei clktor menagi tidak bayar minta lunas segera,1,Keamanan Data & Permasalahan Akun
Akulaku,"jatuh tempo pembayaran tanggal 20 akan tetapi tanggal 6 udah ku bayar,yang arti nya masih ada waktu 14 hari pelunasan tapi kenapa pas mau pinjam lagi malah di tolak terus kalau limit nya gede gak Masalah di tolak,ini cuma 300 dan limit paling tinggi 600 tau di tolak mending gak usah bayar dlu,mending tunggu jatuh tempo aja nyesel banget pinjam di akulaku",1,2026-03-06 3:48:10,Negatif,jatuh tempo bayar tanggal tanggal bayar arti waktu hari lunas pinjam malah tolak batas pinjam gede tidak masalah tolak batas pinjam paling tinggi tau tolak mending tidak usah bayar dulu mending tunggu jatuh tempo sesal pinjam,2,Penolakan Pengajuan & Batas Limit
Akulaku,"jauh beda sama yang dulu, yang dulu kalo kita jelek diojk masih bisa paylaternya sama minjem asal lancar bayarnya sekarang sebaliknya",1,2026-05-24 11:57:31,Negatif,jauh beda sama dulu dulu jelek diojk paylaternya sama pinjam asal lancar bayar sekarang balik,2,Penolakan Pengajuan & Batas Limit
Akulaku,jelek banget dcnya ga sopan spam chat spam panggilan Kata katanya ga sopan cs livenya. melakukan penipuan tapi dari aku lakunya ga ada tindakan ke csnya pokonya aplikasi jelek bangeeet Banget banget,1,2026-05-08 15:36:46,Negatif,jelek dcnya tidak sopan spam chat spam panggil tidak sopan customer service livenya laku tipu laku tidak tindak csnya pokok jelek,1,Keamanan Data & Permasalahan Akun
Akulaku,"jelek banget giliran refund, terus uang refundnya mau ditarik malah nunggu berminggu², nanya cs malah ga ada solusi, pihak akulaku gmna ini",1,2026-05-13 10:44:41,Negatif,jelek gilir refund uang refundnya tarik malah tunggu minggu tanya customer service malah tidak solusi pihak bagaimana,1,Keamanan Data & Permasalahan Akun
Akulaku,jelek banget limit pinjaman seharusnya naik malah turun saldo paylater 5 jt tidak bisa di pakai,1,2026-04-11 12:37:26,Negatif,jelek batas pinjam pinjam naik malah turun saldo bayar juta tidak,2,Penolakan Pengajuan & Batas Limit
Akulaku,"jelek sekali aplikasi ini, kenapa sy tidak pernah terlambat tiba tiba tidak bisa di acc kan pengajuannya, sangat mengecewakan tolong Apk Aku Laku baca baik baik dulu history bayarnya orang ya, maaf sy hapus sja aplikasinya, dan tolong jangan sellu menawari klu tidka bisa dipertanggung jawabkan...terimakasih..",1,2026-03-13 2:59:41,Negatif,jelek sekali tidak pernah lambat tiba tiba tidak tuju aju kecewa laku baca baik baik dulu histori bayar orang maaf hapus jangan sellu tawar tidak tanggung jawab terima,2,Penolakan Pengajuan & Batas Limit
Akulaku,jelek sekali. punya dana cicil pembayaran lancar tapi pas mengajukan ulang malah di tolak dengan alasan skor kredit. di kasih paylater 200.000 beli pulsa aja ga bisa di pakai. aplikasi kurang dana,1,2026-03-18 18:07:03,Negatif,jelek sekali punya dana cicil bayar lancar aju ulang malah tolak alas skor kredit bayar beli pulsa tidak kurang dana,2,Penolakan Pengajuan & Batas Limit
Akulaku,"jelekk gak usah di download, susah untuk peminjaman",1,2026-05-23 18:36:59,Negatif,jelekk tidak usah unduh susah pinjam,2,Penolakan Pengajuan & Batas Limit
Akulaku,jgan pernah hubungi saya ya.. jgn di salh gunakn data saya... krna pengajuan saya anda tolak... ingat baik baik... mkasih,1,2026-05-23 18:10:17,Negatif,jangan pernah hubung jangan salah gunakn data aju tolak ingat baik baik mkasih,1,Keamanan Data & Permasalahan Akun
Akulaku,jgan pernah pakai apk ini sangat TDK rekomend,1,2026-05-15 12:47:48,Negatif,jangan pernah tidak rekomend,1,Keamanan Data & Permasalahan Akun
Akulaku,jgn mau gk pernah lolos,1,2026-05-17 8:18:14,Negatif,jangan tidak pernah lolos,2,Penolakan Pengajuan & Batas Limit
Akulaku,jngan pernah rekrut orang di lucky draw ny soalnya saya bnyak undang teman dftarrr taunya ga dpet apa2 1rupiah doang dipersulit apk scam nmnya,3,2026-06-04 15:35:35,Negatif,jangan pernah rekrut orang lucky draw soal banyak undang teman dftarrr tau tidak apa rupiah doang sulit scam nama,3,"Penagihan, Bunga & Cicilan Bulanan"
Akulaku,"jngn pernah mau download akulaku, situs scame situs busuk",1,2026-05-14 18:33:54,Negatif,jangan pernah unduh situs scame situs busuk,1,Keamanan Data & Permasalahan Akun
Akulaku,josjiss sangat membantu dalam bidang usaha,5,2026-05-20 5:49:11,Positif,josjiss bantu bidang usaha,0,Kecepatan Pencairan & Kemudahan
Akulaku,jujur akulaku tuh best banget buat pinjam selain cair nya cepet oke juga.aku langganan banget disini.cinta deh aku rivew jujur ya dan maaf jika saya ada keterlambatan pembayaran karena untuk beberapa hari ini rekening tidak bisa digunakan.makasih akulaku telah membantu saya,5,2026-05-19 2:20:17,Positif,jujur best pinjam cair cepat oke langgan sini cinta rivew jujur maaf lambat bayar beberapa hari rekening tidak terima bantu,0,Kecepatan Pencairan & Kemudahan
Akulaku,"jujur aplikasi ini dulunya sangat membantu sekali, akan tetapi ketika pernah mengalami ketelatan membayar, aplikasi ini sangat buruk, walaupun tagihan semua sudah terlunasi, tidak dapat melakukan pinjaman apapun lagi.",1,2026-05-16 7:23:05,Negatif,jujur bantu sekali pernah alami telat bayar buruk walaupun tagih semua lunas tidak laku pinjam apa,2,Penolakan Pengajuan & Batas Limit
Akulaku,"jujur kecewa penipuan untuk dapatkan 300.000 ya masa saya udah banyak referral ga dapat sengaja setiap ada pengguna baru, masa cuma 1 rupiah, pembayaran saya ga pernah telat, limit berkurang",1,2026-02-02 6:59:42,Negatif,jujur kecewa tipu masa banyak referral tidak sengaja tiap baru masa rupiah bayar tidak pernah lambat batas pinjam kurang,2,Penolakan Pengajuan & Batas Limit
Akulaku,jujur sangaaaaaaatttt membantu adanya akulaku...,5,2026-05-17 2:58:45,Positif,jujur sangaaaaaaatttt bantu,0,Kecepatan Pencairan & Kemudahan
Akulaku,"k bolehl jujur aku sebenarnya suka apl akulaku, ? tp knp cuman telat 3 hari langsung ditolak hingga sekarang. padahal dr dulu hingga sekarang aku gk pernah telaaaaaaat. cuman pas kemarin pas hari raya ,tempat tf pada tutup. tapi gpp,masih ada apl lain yg nerima.",1,2026-05-07 16:07:37,Negatif,k bolehl jujur benar suka apl lambat hari langsung tolak hingga sekarang padahal dulu hingga sekarang tidak pernah telaaaaaaat kemarin hari raya tempat transfer tutup tidak apa apa apl terima,3,"Penagihan, Bunga & Cicilan Bulanan"
Akulaku,"ka kalau telat 1 hari sbnrnya masih bisa pinjam lagi ga si? kan baru telat 1 hari ka😔, udh ma turun limitnya jauh bgt malah lagi butuh udh di bayar semua eh dpt limit ratusan pdhal udh berharap dpt limit yah yg lumayan gedean meskipun telat 1 hari kan dendaan jg udh di bayar, tolong gmn ya ka😔😔😔😔😔😔😔",3,2026-02-24 8:44:35,Negatif,kakak lambat hari benar pinjam tidak baru lambat hari ka sama turun limit jauh malah butuh bayar semua eh batas pinjam ratus padahal harap batas pinjam lumayan gede meski lambat hari denda bayar bagaimana ka,2,Penolakan Pengajuan & Batas Limit
Akulaku,"kacau cuma sekali telat bayar berapa bulan yg lalu, sampe sekarang tdk bisa ambil",1,2026-06-06 6:02:22,Negatif,kacau sekali lambat bayar berapa bulan sekarang tidak ambil,2,Penolakan Pengajuan & Batas Limit
